,lenght,time_enc,time_dec
3117,97,996828.0792236328,997304.9163818359
3121,97,997066.4978027344,997066.4978027344
3122,97,996351.2420654297,997066.4978027344
3125,97,997543.3349609375,997066.4978027344
3132,84,996589.6606445312,997304.9163818359
3135,84,997066.4978027344,997066.4978027344
3136,65,997066.4978027344,997781.7535400391
3139,65,997543.3349609375,997304.9163818359
3159,8,997066.4978027344,997066.4978027344
3168,71,997781.7535400391,998020.1721191406
3172,94,997543.3349609375,993967.0562744141
3177,94,997066.4978027344,996112.8234863281
3181,94,997781.7535400391,996589.6606445312
3182,94,997066.4978027344,996828.0792236328
3188,83,997304.9163818359,997543.3349609375
3195,12,997304.9163818359,997304.9163818359
3200,71,997304.9163818359,994205.4748535156
3206,71,998020.1721191406,997781.7535400391
3217,28,996828.0792236328,997543.3349609375
3218,28,997066.4978027344,999212.2650146484
3225,94,997304.9163818359,996828.0792236328
3231,23,997066.4978027344,997781.7535400391
3237,59,997066.4978027344,998735.4278564453
3243,97,997066.4978027344,996351.2420654297
3244,64,997781.7535400391,997781.7535400391
3248,98,997066.4978027344,999212.2650146484
3250,98,997543.3349609375,995397.5677490234
3251,98,997066.4978027344,997543.3349609375
3259,85,997066.4978027344,996589.6606445312
3263,85,996589.6606445312,997304.9163818359
3266,85,997543.3349609375,997304.9163818359
3270,85,997066.4978027344,996589.6606445312
3273,24,997543.3349609375,997066.4978027344
3276,24,998497.0092773438,997066.4978027344
3277,24,996351.2420654297,996828.0792236328
3280,4,997066.4978027344,998497.0092773438
3281,4,997781.7535400391,996351.2420654297
3286,4,996112.8234863281,999212.2650146484
3289,2,997781.7535400391,997304.9163818359
3292,92,998735.4278564453,996828.0792236328
3293,92,995159.1491699219,996589.6606445312
3299,48,997304.9163818359,997304.9163818359
3303,60,997781.7535400391,997304.9163818359
3304,60,998497.0092773438,997543.3349609375
3305,60,996351.2420654297,997543.3349609375
3306,60,997304.9163818359,996828.0792236328
3311,92,997543.3349609375,997781.7535400391
3312,92,997304.9163818359,997066.4978027344
3319,46,997066.4978027344,997543.3349609375
3325,95,999212.2650146484,997304.9163818359
3326,95,995397.5677490234,997304.9163818359
3331,95,998258.5906982422,997304.9163818359
3334,95,997304.9163818359,997066.4978027344
3338,18,997543.3349609375,997543.3349609375
3344,73,996589.6606445312,996828.0792236328
3345,73,997304.9163818359,997304.9163818359
3349,73,997543.3349609375,997543.3349609375
3350,73,997066.4978027344,998020.1721191406
3353,63,997304.9163818359,997304.9163818359
3357,63,997304.9163818359,997781.7535400391
3364,63,996589.6606445312,997781.7535400391
3365,63,998020.1721191406,996351.2420654297
3376,86,997304.9163818359,997304.9163818359
3379,86,998020.1721191406,996828.0792236328
3380,8,997066.4978027344,997781.7535400391
3385,63,997066.4978027344,997543.3349609375
3386,89,997304.9163818359,997304.9163818359
3390,95,997304.9163818359,997543.3349609375
3405,60,998020.1721191406,997781.7535400391
3415,60,996828.0792236328,997543.3349609375
3416,60,997543.3349609375,997543.3349609375
3418,83,997543.3349609375,997066.4978027344
3421,83,997781.7535400391,997543.3349609375
3426,2,997543.3349609375,996828.0792236328
3430,85,996828.0792236328,997781.7535400391
3438,77,997066.4978027344,997543.3349609375
3441,77,997543.3349609375,997781.7535400391
3447,11,997304.9163818359,996351.2420654297
3450,11,997066.4978027344,996828.0792236328
3451,48,997304.9163818359,998497.0092773438
3453,48,997781.7535400391,996589.6606445312
3454,48,997066.4978027344,998020.1721191406
3461,45,997543.3349609375,997066.4978027344
3465,45,996589.6606445312,998020.1721191406
3466,45,998020.1721191406,997066.4978027344
3467,45,997304.9163818359,997781.7535400391
3472,31,996828.0792236328,997066.4978027344
3478,89,997543.3349609375,997304.9163818359
3491,98,997066.4978027344,996828.0792236328
3492,98,997543.3349609375,997066.4978027344
3497,98,997066.4978027344,998735.4278564453
3498,98,997066.4978027344,997066.4978027344
3499,98,997304.9163818359,997781.7535400391
3503,98,997304.9163818359,997781.7535400391
3510,49,997304.9163818359,996351.2420654297
3511,49,997304.9163818359,997543.3349609375
3514,49,997066.4978027344,997543.3349609375
3524,11,997781.7535400391,997781.7535400391
3533,17,997781.7535400391,997304.9163818359
3536,17,997543.3349609375,997066.4978027344
3546,33,997304.9163818359,884056.0913085938
3549,77,998258.5906982422,997066.4978027344
3553,77,998020.1721191406,997304.9163818359
3556,77,997304.9163818359,997304.9163818359
3559,56,997304.9163818359,997781.7535400391
3573,35,994443.8934326172,996589.6606445312
3574,35,997781.7535400391,998020.1721191406
3577,35,998497.0092773438,997781.7535400391
3578,35,996589.6606445312,996828.0792236328
3581,35,996589.6606445312,996828.0792236328
3587,75,998020.1721191406,997066.4978027344
3588,75,997066.4978027344,997543.3349609375
3592,75,998497.0092773438,996828.0792236328
3593,75,998258.5906982422,997781.7535400391
3599,32,997304.9163818359,997781.7535400391
3600,32,997543.3349609375,996112.8234863281
3603,86,997304.9163818359,997304.9163818359
3606,86,997066.4978027344,996351.2420654297
3609,85,998020.1721191406,997304.9163818359
3619,38,997304.9163818359,997781.7535400391
3622,38,998020.1721191406,994205.4748535156
3623,38,997066.4978027344,995397.5677490234
3626,31,997304.9163818359,998258.5906982422
3629,90,997304.9163818359,997781.7535400391
3630,90,997304.9163818359,996589.6606445312
3641,78,997304.9163818359,998735.4278564453
3649,9,997781.7535400391,997304.9163818359
3659,40,996828.0792236328,998258.5906982422
3660,40,997066.4978027344,998497.0092773438
3665,67,997066.4978027344,997304.9163818359
3674,82,997781.7535400391,997304.9163818359
3677,82,996589.6606445312,996112.8234863281
3678,38,997304.9163818359,997543.3349609375
3684,38,997304.9163818359,996828.0792236328
3691,38,996828.0792236328,997543.3349609375
3692,38,997543.3349609375,997066.4978027344
3699,73,996828.0792236328,998258.5906982422
3700,73,997781.7535400391,996112.8234863281
3703,73,997543.3349609375,997066.4978027344
3707,73,997304.9163818359,998497.0092773438
3708,73,997304.9163818359,996112.8234863281
3716,81,997066.4978027344,996589.6606445312
3722,6,997304.9163818359,997304.9163818359
3723,6,997781.7535400391,997066.4978027344
3726,78,997066.4978027344,998020.1721191406
3730,11,994920.7305908203,997304.9163818359
3735,11,996589.6606445312,995159.1491699219
3739,11,997304.9163818359,997304.9163818359
3748,11,997066.4978027344,997781.7535400391
3749,11,997066.4978027344,997304.9163818359
3751,11,997304.9163818359,996589.6606445312
3752,11,998258.5906982422,996351.2420654297
3755,47,996351.2420654297,997304.9163818359
3761,10,997304.9163818359,997781.7535400391
3771,35,997543.3349609375,997304.9163818359
3773,18,997304.9163818359,997543.3349609375
3774,18,997066.4978027344,997543.3349609375
3775,18,997543.3349609375,997066.4978027344
3785,88,997543.3349609375,997304.9163818359
3788,19,997066.4978027344,997543.3349609375
3798,19,997066.4978027344,998258.5906982422
3799,19,996828.0792236328,997304.9163818359
3801,19,997543.3349609375,996351.2420654297
3804,19,997543.3349609375,997543.3349609375
3808,97,997304.9163818359,995874.4049072266
3811,97,997781.7535400391,997304.9163818359
3812,97,997304.9163818359,995635.986328125
3814,97,997066.4978027344,998497.0092773438
3815,33,997066.4978027344,997781.7535400391
3818,33,997304.9163818359,996589.6606445312
3830,38,998020.1721191406,997304.9163818359
3834,100,998497.0092773438,998258.5906982422
3837,100,995874.4049072266,996589.6606445312
3838,100,996589.6606445312,997304.9163818359
3842,40,997304.9163818359,998020.1721191406
3848,45,996828.0792236328,996828.0792236328
3849,45,997304.9163818359,997066.4978027344
3852,27,997543.3349609375,997304.9163818359
3861,16,997066.4978027344,997304.9163818359
3862,16,997304.9163818359,997304.9163818359
3863,16,997304.9163818359,998973.8464355469
3864,16,997781.7535400391,995635.986328125
3871,29,997304.9163818359,997304.9163818359
3872,29,997066.4978027344,997304.9163818359
3876,29,997304.9163818359,996828.0792236328
3879,7,997781.7535400391,996589.6606445312
3889,9,996828.0792236328,996828.0792236328
3892,9,997304.9163818359,997781.7535400391
3896,9,996351.2420654297,996828.0792236328
3902,87,997304.9163818359,996589.6606445312
3910,83,997304.9163818359,997066.4978027344
3911,83,997304.9163818359,999212.2650146484
3914,83,997781.7535400391,996589.6606445312
3926,77,997543.3349609375,993967.0562744141
3927,77,998020.1721191406,997543.3349609375
3928,77,996828.0792236328,997304.9163818359
3929,77,996351.2420654297,998973.8464355469
3932,74,997304.9163818359,997543.3349609375
3935,74,997304.9163818359,997543.3349609375
3936,74,996828.0792236328,996828.0792236328
3939,74,993728.6376953125,998258.5906982422
3946,89,996828.0792236328,997543.3349609375
3952,45,997304.9163818359,997781.7535400391
3955,45,997304.9163818359,996589.6606445312
3962,4,997066.4978027344,887155.5328369141
3963,4,997304.9163818359,997304.9163818359
3967,22,997304.9163818359,997066.4978027344
3971,22,997781.7535400391,997304.9163818359
3973,22,997066.4978027344,996828.0792236328
3974,22,997304.9163818359,997543.3349609375
3982,45,997543.3349609375,997304.9163818359
3989,45,996589.6606445312,999927.5207519531
3992,79,997781.7535400391,997066.4978027344
3993,79,997543.3349609375,998735.4278564453
3996,52,997066.4978027344,996351.2420654297
4000,100,997781.7535400391,995635.986328125
4001,100,997781.7535400391,997066.4978027344
4004,3,999212.2650146484,998497.0092773438
4005,3,996351.2420654297,996112.8234863281
4006,3,997066.4978027344,998973.8464355469
4010,3,996351.2420654297,997066.4978027344
4011,3,997304.9163818359,997543.3349609375
4012,3,998258.5906982422,996589.6606445312
4017,41,997304.9163818359,996828.0792236328
4030,85,997304.9163818359,997543.3349609375
4037,71,997543.3349609375,996351.2420654297
4044,47,997543.3349609375,997543.3349609375
4047,74,997543.3349609375,997066.4978027344
4051,74,997304.9163818359,997304.9163818359
4052,74,997066.4978027344,997066.4978027344
4057,79,997543.3349609375,997066.4978027344
4061,79,997543.3349609375,996828.0792236328
4062,59,996828.0792236328,997543.3349609375
4066,59,997543.3349609375,997304.9163818359
4075,12,997066.4978027344,997304.9163818359
4106,20,997066.4978027344,997543.3349609375
4107,20,997304.9163818359,997543.3349609375
4112,9,997543.3349609375,997304.9163818359
4115,74,997543.3349609375,997543.3349609375
4121,74,997543.3349609375,996828.0792236328
4125,32,997304.9163818359,997304.9163818359
4130,1,998497.0092773438,999450.68359375
4134,3,997066.4978027344,997781.7535400391
4135,3,997543.3349609375,997781.7535400391
4140,41,997543.3349609375,997543.3349609375
4141,41,997304.9163818359,997066.4978027344
4147,100,997066.4978027344,997543.3349609375
4150,71,997304.9163818359,997781.7535400391
4153,71,996828.0792236328,996828.0792236328
4156,17,997304.9163818359,997543.3349609375
4162,17,997304.9163818359,997304.9163818359
4165,17,997543.3349609375,999212.2650146484
4169,66,997066.4978027344,996589.6606445312
4172,66,997781.7535400391,996828.0792236328
4176,59,997066.4978027344,997066.4978027344
4187,71,997781.7535400391,998020.1721191406
4188,71,997066.4978027344,998020.1721191406
4190,16,996828.0792236328,995635.986328125
4192,16,998020.1721191406,996589.6606445312
4204,70,996589.6606445312,998258.5906982422
4206,70,997304.9163818359,997304.9163818359
4224,97,997304.9163818359,997304.9163818359
4228,97,997781.7535400391,997304.9163818359
4231,97,997304.9163818359,997543.3349609375
4234,14,997304.9163818359,997304.9163818359
4244,12,997066.4978027344,997304.9163818359
4251,12,997543.3349609375,996589.6606445312
4255,99,997543.3349609375,997066.4978027344
4260,11,997304.9163818359,981807.7087402344
4267,38,997304.9163818359,998020.1721191406
4268,38,997304.9163818359,996828.0792236328
4272,38,997304.9163818359,997304.9163818359
4283,51,996828.0792236328,997543.3349609375
4292,75,997543.3349609375,997304.9163818359
4293,75,997066.4978027344,996828.0792236328
4308,94,997304.9163818359,997781.7535400391
4311,74,993013.3819580078,997304.9163818359
4321,49,997543.3349609375,997543.3349609375
4322,49,997781.7535400391,997781.7535400391
4323,49,997781.7535400391,996828.0792236328
4335,51,997304.9163818359,997304.9163818359
4342,72,997543.3349609375,997543.3349609375
4346,72,997543.3349609375,996112.8234863281
4347,72,997066.4978027344,997304.9163818359
4360,88,996828.0792236328,998497.0092773438
4364,8,999212.2650146484,913143.1579589844
4365,8,995874.4049072266,998258.5906982422
4368,8,997781.7535400391,997781.7535400391
4372,8,996828.0792236328,997304.9163818359
4377,8,997304.9163818359,997543.3349609375
4381,54,996828.0792236328,996828.0792236328
4382,54,997304.9163818359,998020.1721191406
4386,54,997066.4978027344,997543.3349609375
4389,25,996828.0792236328,996828.0792236328
4393,11,997543.3349609375,996112.8234863281
4398,37,995635.986328125,997543.3349609375
4399,63,996828.0792236328,997304.9163818359
4402,63,997304.9163818359,996351.2420654297
4413,54,997543.3349609375,997304.9163818359
4422,52,997304.9163818359,996828.0792236328
4426,18,997304.9163818359,997781.7535400391
4429,46,997304.9163818359,997304.9163818359
4433,46,996828.0792236328,997304.9163818359
4439,56,997304.9163818359,998020.1721191406
4443,75,996828.0792236328,996351.2420654297
4447,75,997304.9163818359,997543.3349609375
4458,42,996589.6606445312,997304.9163818359
4459,42,997304.9163818359,996589.6606445312
4468,1,997304.9163818359,997066.4978027344
4469,1,997781.7535400391,997543.3349609375
4472,1,997304.9163818359,997781.7535400391
4475,70,996828.0792236328,997066.4978027344
4479,70,997304.9163818359,997304.9163818359
4494,34,997304.9163818359,997543.3349609375
4498,34,998258.5906982422,997304.9163818359
4508,54,997066.4978027344,997066.4978027344
4511,54,997066.4978027344,997304.9163818359
4512,58,997543.3349609375,997304.9163818359
4516,58,997066.4978027344,996589.6606445312
4520,58,996589.6606445312,998973.8464355469
4524,58,997543.3349609375,997543.3349609375
4525,38,997066.4978027344,997304.9163818359
4528,44,997304.9163818359,996589.6606445312
4533,44,997066.4978027344,995874.4049072266
4534,44,997066.4978027344,997066.4978027344
4540,72,998258.5906982422,997543.3349609375
4544,8,998973.8464355469,997066.4978027344
4545,8,995397.5677490234,997066.4978027344
4547,67,997304.9163818359,997543.3349609375
4558,67,997304.9163818359,997304.9163818359
4559,67,997066.4978027344,997781.7535400391
4578,31,997066.4978027344,996828.0792236328
4581,31,997066.4978027344,997543.3349609375
4597,90,997543.3349609375,997066.4978027344
4598,90,996828.0792236328,997543.3349609375
