,lenght,time_enc,time_dec
43530,56,996828.0792236328,997781.7535400391
43533,44,997066.4978027344,997543.3349609375
43536,2,997543.3349609375,997543.3349609375
43545,79,997304.9163818359,997781.7535400391
43546,79,997781.7535400391,997543.3349609375
43547,6,996828.0792236328,998735.4278564453
43554,6,942468.6431884766,996589.6606445312
43562,6,997543.3349609375,997066.4978027344
43563,6,998020.1721191406,996828.0792236328
43568,97,997543.3349609375,996351.2420654297
43571,7,996112.8234863281,996351.2420654297
43575,7,998497.0092773438,997304.9163818359
43576,7,995635.986328125,997304.9163818359
43579,60,997304.9163818359,994682.3120117188
43580,60,997781.7535400391,997781.7535400391
43583,60,997304.9163818359,997066.4978027344
43586,60,996828.0792236328,997066.4978027344
43593,17,997304.9163818359,997066.4978027344
43608,21,998020.1721191406,996828.0792236328
43612,64,998973.8464355469,994920.7305908203
43614,97,997066.4978027344,997304.9163818359
43618,38,996828.0792236328,981330.8715820312
43627,59,997066.4978027344,998973.8464355469
43631,39,983715.0573730469,997066.4978027344
43632,39,998020.1721191406,997543.3349609375
43638,67,997066.4978027344,996828.0792236328
43639,88,997304.9163818359,997543.3349609375
43645,85,997781.7535400391,998020.1721191406
43646,85,996828.0792236328,996828.0792236328
43651,85,998973.8464355469,997543.3349609375
43652,85,996828.0792236328,997781.7535400391
43653,10,996351.2420654297,998497.0092773438
43655,10,997304.9163818359,997066.4978027344
43658,10,997066.4978027344,998020.1721191406
43668,49,997543.3349609375,997304.9163818359
43675,53,995397.5677490234,997304.9163818359
43679,53,997781.7535400391,997543.3349609375
43693,54,997781.7535400391,998020.1721191406
43694,54,997781.7535400391,996589.6606445312
43695,54,997066.4978027344,996589.6606445312
43700,54,996828.0792236328,997066.4978027344
43709,44,997066.4978027344,997066.4978027344
43716,94,997781.7535400391,997304.9163818359
43717,94,997304.9163818359,997304.9163818359
43718,94,997066.4978027344,997304.9163818359
43719,94,997066.4978027344,998020.1721191406
43732,25,997304.9163818359,997304.9163818359
43733,25,997543.3349609375,997304.9163818359
43734,29,997304.9163818359,997066.4978027344
43735,29,997304.9163818359,997304.9163818359
43736,29,997543.3349609375,997781.7535400391
43739,29,996828.0792236328,997781.7535400391
43745,29,997066.4978027344,996589.6606445312
43751,39,996828.0792236328,997066.4978027344
43755,46,997543.3349609375,996589.6606445312
43757,74,960588.4552001953,996828.0792236328
43761,80,997543.3349609375,997304.9163818359
43762,80,996828.0792236328,996589.6606445312
43765,80,996828.0792236328,997543.3349609375
43771,83,993490.2191162109,997543.3349609375
43776,83,997304.9163818359,997543.3349609375
43780,30,997066.4978027344,957012.1765136719
43783,30,997066.4978027344,997543.3349609375
43788,38,997304.9163818359,997781.7535400391
43789,38,998497.0092773438,998497.0092773438
43793,28,997543.3349609375,996112.8234863281
43794,28,997781.7535400391,998497.0092773438
43795,28,997066.4978027344,999212.2650146484
43799,24,997304.9163818359,998258.5906982422
43800,24,997066.4978027344,998258.5906982422
43804,72,998020.1721191406,997066.4978027344
43805,72,997543.3349609375,997304.9163818359
43806,72,996828.0792236328,998020.1721191406
43814,35,998497.0092773438,998258.5906982422
43824,50,997304.9163818359,996828.0792236328
43833,50,996828.0792236328,997781.7535400391
43840,21,997304.9163818359,997304.9163818359
43841,21,997304.9163818359,998258.5906982422
43850,33,997066.4978027344,997543.3349609375
43851,33,996828.0792236328,997543.3349609375
43855,33,998258.5906982422,997304.9163818359
43866,23,997543.3349609375,997304.9163818359
43871,7,997066.4978027344,998258.5906982422
43874,7,997543.3349609375,997304.9163818359
43875,7,997066.4978027344,996351.2420654297
43885,2,997543.3349609375,976324.0814208984
43892,2,992059.7076416016,996112.8234863281
43894,2,996589.6606445312,997304.9163818359
43895,91,997543.3349609375,996828.0792236328
43898,11,997543.3349609375,997304.9163818359
43905,11,997543.3349609375,997304.9163818359
43909,99,997066.4978027344,997543.3349609375
43914,9,997304.9163818359,997066.4978027344
43915,93,996828.0792236328,997543.3349609375
43919,15,995874.4049072266,997543.3349609375
43920,15,997066.4978027344,997304.9163818359
43931,63,997066.4978027344,997781.7535400391
43933,92,997543.3349609375,998258.5906982422
43934,92,997304.9163818359,996589.6606445312
43942,92,997066.4978027344,997304.9163818359
43943,92,997781.7535400391,997781.7535400391
43949,94,997066.4978027344,997304.9163818359
43950,63,997304.9163818359,998020.1721191406
43956,39,997066.4978027344,997066.4978027344
43959,5,996828.0792236328,997304.9163818359
43964,5,997304.9163818359,996828.0792236328
43971,4,997066.4978027344,998258.5906982422
43972,4,997304.9163818359,996828.0792236328
43978,4,997304.9163818359,996828.0792236328
43988,81,997304.9163818359,997066.4978027344
43991,81,997543.3349609375,997781.7535400391
43995,81,997304.9163818359,999450.68359375
44003,1,997066.4978027344,997304.9163818359
44004,33,996589.6606445312,999689.1021728516
44007,3,996828.0792236328,997781.7535400391
44010,3,997781.7535400391,998497.0092773438
44016,75,997066.4978027344,998020.1721191406
44017,75,997304.9163818359,997543.3349609375
44019,55,997066.4978027344,997304.9163818359
44020,30,998020.1721191406,996828.0792236328
44023,47,909566.8792724609,997304.9163818359
44024,47,998020.1721191406,997304.9163818359
44034,26,995159.1491699219,997066.4978027344
44038,13,997781.7535400391,996828.0792236328
44041,5,996828.0792236328,997304.9163818359
44042,5,996828.0792236328,997781.7535400391
44046,27,996828.0792236328,997066.4978027344
44050,27,997543.3349609375,997066.4978027344
44061,50,997066.4978027344,996589.6606445312
44064,50,996828.0792236328,996828.0792236328
44065,50,996828.0792236328,997304.9163818359
44068,63,998258.5906982422,997781.7535400391
44069,90,996828.0792236328,997066.4978027344
44073,90,997304.9163818359,997066.4978027344
44076,90,997304.9163818359,997066.4978027344
44080,3,997781.7535400391,997781.7535400391
44083,3,997304.9163818359,997543.3349609375
44091,55,996828.0792236328,997304.9163818359
44092,55,996589.6606445312,997781.7535400391
44096,55,997543.3349609375,997781.7535400391
44107,2,997304.9163818359,996828.0792236328
44111,2,997781.7535400391,936031.3415527344
44112,2,997304.9163818359,997066.4978027344
44113,2,997304.9163818359,997066.4978027344
44117,2,997543.3349609375,997304.9163818359
44118,1,997304.9163818359,997066.4978027344
44122,10,986814.4989013672,997304.9163818359
44127,10,997304.9163818359,997543.3349609375
44128,10,997543.3349609375,996589.6606445312
44134,10,997304.9163818359,997304.9163818359
44135,10,996828.0792236328,997304.9163818359
44136,10,996828.0792236328,996589.6606445312
44139,10,997304.9163818359,997543.3349609375
44145,35,996828.0792236328,997304.9163818359
44149,35,893115.9973144531,996828.0792236328
44152,91,998497.0092773438,998258.5906982422
44157,58,998020.1721191406,997781.7535400391
44161,58,996828.0792236328,997543.3349609375
44166,26,997066.4978027344,998258.5906982422
44170,22,997066.4978027344,997543.3349609375
44174,29,997781.7535400391,998735.4278564453
44175,29,997781.7535400391,996351.2420654297
44180,29,997066.4978027344,998020.1721191406
44183,86,998020.1721191406,996828.0792236328
44187,87,997304.9163818359,996828.0792236328
44194,86,996589.6606445312,996828.0792236328
44199,67,997304.9163818359,997304.9163818359
44202,70,997543.3349609375,996828.0792236328
44206,66,998020.1721191406,996828.0792236328
44207,66,996828.0792236328,997543.3349609375
44211,66,997781.7535400391,998020.1721191406
44215,10,997066.4978027344,997781.7535400391
44219,10,998973.8464355469,998258.5906982422
44220,10,996112.8234863281,997066.4978027344
44228,82,997543.3349609375,997781.7535400391
44231,35,997543.3349609375,997543.3349609375
44235,64,997543.3349609375,996828.0792236328
44236,64,997304.9163818359,997066.4978027344
44239,64,997781.7535400391,997781.7535400391
44240,64,997543.3349609375,996828.0792236328
44246,64,997304.9163818359,997304.9163818359
44247,2,997066.4978027344,997304.9163818359
44252,2,998258.5906982422,996589.6606445312
44255,2,997543.3349609375,997543.3349609375
44260,59,997781.7535400391,997543.3349609375
44261,9,997304.9163818359,997066.4978027344
44264,9,997304.9163818359,997304.9163818359
44265,9,997066.4978027344,997543.3349609375
44271,9,997543.3349609375,997781.7535400391
44274,16,997543.3349609375,997543.3349609375
44281,88,999450.68359375,997066.4978027344
44290,38,997066.4978027344,998020.1721191406
44291,38,997304.9163818359,996589.6606445312
44298,11,997304.9163818359,997066.4978027344
44302,11,997543.3349609375,997304.9163818359
44305,45,996589.6606445312,997543.3349609375
44306,45,996589.6606445312,997304.9163818359
44312,20,997066.4978027344,996828.0792236328
44316,20,997304.9163818359,997304.9163818359
44320,15,997543.3349609375,997781.7535400391
44323,21,996828.0792236328,997066.4978027344
44324,21,998735.4278564453,997543.3349609375
44330,21,996828.0792236328,997543.3349609375
44345,83,998020.1721191406,997304.9163818359
44346,83,997304.9163818359,997304.9163818359
44347,44,997066.4978027344,997781.7535400391
44351,44,997543.3349609375,997304.9163818359
44352,44,997304.9163818359,997543.3349609375
44357,53,997781.7535400391,997304.9163818359
44358,53,997543.3349609375,997304.9163818359
44362,53,997066.4978027344,997304.9163818359
44366,53,996589.6606445312,997304.9163818359
44367,53,998258.5906982422,997304.9163818359
44370,53,996828.0792236328,997543.3349609375
44371,53,997781.7535400391,997304.9163818359
44372,53,997304.9163818359,997304.9163818359
44375,53,997781.7535400391,997543.3349609375
44376,15,997543.3349609375,997066.4978027344
44380,15,996828.0792236328,997066.4978027344
44390,10,996112.8234863281,997304.9163818359
44391,10,997066.4978027344,997543.3349609375
44396,11,997066.4978027344,997304.9163818359
44397,11,997543.3349609375,998020.1721191406
44401,11,997781.7535400391,997304.9163818359
44403,11,908851.6235351562,997543.3349609375
44404,11,996828.0792236328,996828.0792236328
44410,11,997066.4978027344,997066.4978027344
44418,4,502824.7833251953,997781.7535400391
44425,4,997304.9163818359,997543.3349609375
44427,4,995874.4049072266,997543.3349609375
44431,4,996828.0792236328,997543.3349609375
44435,4,997304.9163818359,997304.9163818359
44439,81,996589.6606445312,996828.0792236328
44443,81,997304.9163818359,996828.0792236328
44449,99,997781.7535400391,997304.9163818359
44453,99,996828.0792236328,996828.0792236328
44463,93,998973.8464355469,996828.0792236328
44467,93,997781.7535400391,997543.3349609375
44468,93,996112.8234863281,996589.6606445312
44473,93,997304.9163818359,997781.7535400391
44477,4,997066.4978027344,997066.4978027344
44481,4,997066.4978027344,996589.6606445312
44482,53,997543.3349609375,997304.9163818359
44483,53,997543.3349609375,997066.4978027344
44488,66,997304.9163818359,876426.6967773438
44502,26,997781.7535400391,997304.9163818359
44506,100,996589.6606445312,997304.9163818359
44507,100,997066.4978027344,997066.4978027344
44510,100,997543.3349609375,997304.9163818359
44522,69,997781.7535400391,997304.9163818359
44525,92,998020.1721191406,998020.1721191406
44526,92,997066.4978027344,996828.0792236328
44527,92,997304.9163818359,997066.4978027344
44534,100,996589.6606445312,997066.4978027344
44537,100,503301.62048339844,997066.4978027344
44547,19,985622.4060058594,996589.6606445312
44554,56,997781.7535400391,997543.3349609375
44558,56,997543.3349609375,997781.7535400391
44567,94,997304.9163818359,967741.0125732422
44568,94,999927.5207519531,997304.9163818359
44569,94,997066.4978027344,996828.0792236328
44575,94,997066.4978027344,997543.3349609375
44576,94,998020.1721191406,997066.4978027344
44579,26,996828.0792236328,991582.8704833984
44580,26,997543.3349609375,997066.4978027344
44583,6,997543.3349609375,997304.9163818359
44589,77,998020.1721191406,997066.4978027344
44594,49,997543.3349609375,997304.9163818359
44605,69,997304.9163818359,997543.3349609375
44611,88,998258.5906982422,997304.9163818359
44612,88,996589.6606445312,997304.9163818359
44623,88,997066.4978027344,997543.3349609375
44630,72,997543.3349609375,997543.3349609375
44631,72,997304.9163818359,997066.4978027344
44642,72,997781.7535400391,998258.5906982422
44645,14,997304.9163818359,997543.3349609375
44646,14,997781.7535400391,996589.6606445312
44649,36,997543.3349609375,996828.0792236328
44665,4,997781.7535400391,996828.0792236328
44672,34,996828.0792236328,996828.0792236328
44679,65,997066.4978027344,999212.2650146484
44680,65,996828.0792236328,995159.1491699219
44694,32,997781.7535400391,996828.0792236328
44700,32,919580.4595947266,996828.0792236328
44701,32,997066.4978027344,997304.9163818359
44710,96,997066.4978027344,997781.7535400391
44711,96,997781.7535400391,996828.0792236328
44713,39,997066.4978027344,996828.0792236328
44714,39,997543.3349609375,997781.7535400391
44719,58,995874.4049072266,996828.0792236328
44720,58,997066.4978027344,997781.7535400391
44723,95,996589.6606445312,997304.9163818359
44726,95,998020.1721191406,997066.4978027344
44730,40,997066.4978027344,997066.4978027344
44734,40,997304.9163818359,997543.3349609375
44736,40,997066.4978027344,888586.0443115234
44742,40,997304.9163818359,997304.9163818359
44750,61,997543.3349609375,996828.0792236328
44751,61,997304.9163818359,997543.3349609375
44760,32,999689.1021728516,997066.4978027344
44761,76,997066.4978027344,998020.1721191406
44762,95,996589.6606445312,996828.0792236328
44768,95,997066.4978027344,998020.1721191406
44769,95,996828.0792236328,996589.6606445312
44772,95,996828.0792236328,998020.1721191406
44773,25,997304.9163818359,997304.9163818359
44780,13,997066.4978027344,997543.3349609375
44785,90,997304.9163818359,997543.3349609375
44786,90,996828.0792236328,997543.3349609375
44802,4,997543.3349609375,996828.0792236328
44805,4,998020.1721191406,997781.7535400391
44806,4,995874.4049072266,997066.4978027344
44811,50,996351.2420654297,997304.9163818359
44818,50,997304.9163818359,996112.8234863281
44819,50,997066.4978027344,997304.9163818359
44820,50,997543.3349609375,996589.6606445312
44821,50,997304.9163818359,997781.7535400391
44825,92,997304.9163818359,997781.7535400391
44828,92,996589.6606445312,997304.9163818359
44831,92,998020.1721191406,996828.0792236328
44832,92,996351.2420654297,997304.9163818359
44842,96,997066.4978027344,997066.4978027344
44843,96,999212.2650146484,997066.4978027344
44845,96,995874.4049072266,997066.4978027344
44846,96,997304.9163818359,997543.3349609375
44849,96,997066.4978027344,998258.5906982422
44857,91,997304.9163818359,997304.9163818359
44861,91,998020.1721191406,999450.68359375
44874,83,999212.2650146484,997543.3349609375
44875,83,995159.1491699219,997304.9163818359
44880,15,997781.7535400391,997304.9163818359
44881,15,996589.6606445312,997066.4978027344
44891,16,996828.0792236328,996828.0792236328
44899,70,997304.9163818359,997781.7535400391
44900,58,997304.9163818359,997304.9163818359
44903,58,997066.4978027344,997543.3349609375
44907,58,996828.0792236328,996828.0792236328
44908,58,997304.9163818359,997066.4978027344
44913,71,997066.4978027344,997304.9163818359
44914,71,998020.1721191406,997304.9163818359
44917,69,997543.3349609375,997781.7535400391
44918,38,997543.3349609375,998258.5906982422
44922,50,997781.7535400391,997304.9163818359
44932,94,997781.7535400391,997543.3349609375
44933,94,997304.9163818359,997543.3349609375
44937,8,997066.4978027344,997543.3349609375
44940,8,997543.3349609375,997781.7535400391
44948,82,997066.4978027344,997304.9163818359
44949,87,997543.3349609375,997781.7535400391
44952,87,996828.0792236328,998020.1721191406
44953,87,997543.3349609375,996351.2420654297
44957,33,997304.9163818359,997304.9163818359
44958,33,997066.4978027344,997304.9163818359
44961,33,997304.9163818359,998497.0092773438
44962,33,997304.9163818359,997781.7535400391
44966,75,997304.9163818359,997304.9163818359
44980,29,992774.9633789062,997543.3349609375
44987,71,998020.1721191406,993251.8005371094
44999,15,997543.3349609375,997304.9163818359
45003,14,997066.4978027344,997066.4978027344
45009,99,997066.4978027344,996828.0792236328
45010,99,997066.4978027344,994205.4748535156
45015,99,999450.68359375,998020.1721191406
45020,96,997304.9163818359,997543.3349609375
45023,2,996828.0792236328,997543.3349609375
45024,2,997304.9163818359,996589.6606445312
45030,89,998735.4278564453,997781.7535400391
45036,37,998020.1721191406,996828.0792236328
45041,36,997304.9163818359,997066.4978027344
45048,97,997543.3349609375,996828.0792236328
45055,81,997543.3349609375,997304.9163818359
45064,46,997543.3349609375,997066.4978027344
45065,46,997304.9163818359,997781.7535400391
45076,100,999212.2650146484,997543.3349609375
45080,9,997543.3349609375,997304.9163818359
45081,9,997543.3349609375,997066.4978027344
45086,9,996351.2420654297,996351.2420654297
45087,9,996589.6606445312,997543.3349609375
45088,9,996828.0792236328,997543.3349609375
45089,9,996828.0792236328,997304.9163818359
45094,82,997781.7535400391,997304.9163818359
45095,82,996828.0792236328,997066.4978027344
45099,66,997781.7535400391,997304.9163818359
45112,39,997781.7535400391,997543.3349609375
45113,39,997304.9163818359,997543.3349609375
45118,39,996828.0792236328,997543.3349609375
45122,37,997781.7535400391,997543.3349609375
45126,37,997543.3349609375,996351.2420654297
45127,37,997066.4978027344,997543.3349609375
45133,37,997304.9163818359,997304.9163818359
45137,31,996828.0792236328,996351.2420654297
45144,46,997543.3349609375,997304.9163818359
45148,46,996828.0792236328,997066.4978027344
45158,82,997304.9163818359,997543.3349609375
45164,82,997543.3349609375,997304.9163818359
45180,97,997543.3349609375,997304.9163818359
45181,97,997543.3349609375,997304.9163818359
45182,93,997781.7535400391,997781.7535400391
45183,93,997304.9163818359,997781.7535400391
45190,53,997781.7535400391,997304.9163818359
45194,53,997066.4978027344,997304.9163818359
45197,53,997304.9163818359,998020.1721191406
45198,53,997543.3349609375,997066.4978027344
45202,66,999212.2650146484,997304.9163818359
45203,66,995397.5677490234,997304.9163818359
45207,55,996589.6606445312,996828.0792236328
45212,55,997066.4978027344,997066.4978027344
45223,95,996589.6606445312,997304.9163818359
45225,21,997781.7535400391,997781.7535400391
45226,21,997066.4978027344,996828.0792236328
45233,81,998973.8464355469,994682.3120117188
45237,40,996828.0792236328,996351.2420654297
45242,56,996589.6606445312,997543.3349609375
45260,28,997543.3349609375,996828.0792236328
45261,28,997543.3349609375,997543.3349609375
45262,28,998258.5906982422,997543.3349609375
45263,52,998020.1721191406,996828.0792236328
45268,40,997304.9163818359,996589.6606445312
45286,78,997543.3349609375,996828.0792236328
45298,95,996351.2420654297,997543.3349609375
45299,95,997066.4978027344,997543.3349609375
45302,70,998497.0092773438,996828.0792236328
45303,70,996828.0792236328,997304.9163818359
45304,70,998497.0092773438,997543.3349609375
45309,86,996828.0792236328,997304.9163818359
45310,86,997543.3349609375,996828.0792236328
45314,75,997781.7535400391,997066.4978027344
45317,85,997066.4978027344,998258.5906982422
45318,85,997543.3349609375,997304.9163818359
45319,85,996828.0792236328,997781.7535400391
45324,72,997066.4978027344,997304.9163818359
45329,72,997304.9163818359,997304.9163818359
45333,73,995397.5677490234,997304.9163818359
45342,47,996828.0792236328,997304.9163818359
45343,47,997781.7535400391,997304.9163818359
45344,47,997543.3349609375,997543.3349609375
45346,89,997304.9163818359,997066.4978027344
45347,89,996351.2420654297,997781.7535400391
45350,89,997781.7535400391,997543.3349609375
45358,7,997066.4978027344,996828.0792236328
45370,47,996828.0792236328,999927.5207519531
45375,2,997304.9163818359,997066.4978027344
45379,2,997066.4978027344,997304.9163818359
45385,76,998735.4278564453,997066.4978027344
45390,76,997304.9163818359,998258.5906982422
45393,76,996589.6606445312,997066.4978027344
45394,76,997304.9163818359,997066.4978027344
45397,6,997543.3349609375,997781.7535400391
45402,6,997066.4978027344,997304.9163818359
45403,6,997781.7535400391,997304.9163818359
45406,6,997066.4978027344,997304.9163818359
45407,6,997066.4978027344,997781.7535400391
45423,40,997543.3349609375,997543.3349609375
45424,40,996589.6606445312,998020.1721191406
45428,49,997304.9163818359,997781.7535400391
45429,49,996828.0792236328,998973.8464355469
45433,49,997543.3349609375,997304.9163818359
45438,58,997304.9163818359,998258.5906982422
45439,58,997543.3349609375,997781.7535400391
45446,58,997066.4978027344,997066.4978027344
45449,15,996828.0792236328,997304.9163818359
45452,15,998973.8464355469,996828.0792236328
45460,58,997066.4978027344,996351.2420654297
45463,79,997543.3349609375,995874.4049072266
45464,79,998497.0092773438,998973.8464355469
45465,79,996828.0792236328,993728.6376953125
45466,79,996828.0792236328,998973.8464355469
45469,44,997304.9163818359,997781.7535400391
45470,44,997781.7535400391,997781.7535400391
45471,44,997304.9163818359,997543.3349609375
45481,32,997304.9163818359,995159.1491699219
45487,43,997543.3349609375,996828.0792236328
45494,99,997543.3349609375,997304.9163818359
45497,15,996351.2420654297,997066.4978027344
45498,15,996828.0792236328,997304.9163818359
45504,15,998735.4278564453,997543.3349609375
45505,15,996351.2420654297,997066.4978027344
45506,84,997543.3349609375,998497.0092773438
45512,84,997066.4978027344,998973.8464355469
45520,85,997304.9163818359,997781.7535400391
45527,8,997066.4978027344,994920.7305908203
45528,8,998497.0092773438,995874.4049072266
45532,8,996828.0792236328,997066.4978027344
45535,62,997066.4978027344,997543.3349609375
45536,64,997304.9163818359,998258.5906982422
45539,64,997543.3349609375,997066.4978027344
45547,73,997304.9163818359,996828.0792236328
45563,52,997543.3349609375,996828.0792236328
45567,70,996589.6606445312,996828.0792236328
45568,70,997066.4978027344,996351.2420654297
45569,70,997304.9163818359,997543.3349609375
45572,29,997543.3349609375,997543.3349609375
45577,32,997304.9163818359,997304.9163818359
45581,60,997066.4978027344,996589.6606445312
45587,89,996828.0792236328,999212.2650146484
45588,17,997304.9163818359,995635.986328125
45592,87,997543.3349609375,997543.3349609375
45597,100,997543.3349609375,997543.3349609375
45598,100,997304.9163818359,997066.4978027344
45601,32,996828.0792236328,998020.1721191406
45602,32,997066.4978027344,995874.4049072266
45608,32,997304.9163818359,997543.3349609375
45612,32,997066.4978027344,997066.4978027344
45618,71,997066.4978027344,997066.4978027344
45623,71,997066.4978027344,998258.5906982422
45625,71,996351.2420654297,998258.5906982422
45626,71,998258.5906982422,996589.6606445312
45648,60,996828.0792236328,997066.4978027344
45651,98,998258.5906982422,997304.9163818359
45655,83,997304.9163818359,997543.3349609375
45658,83,997304.9163818359,997304.9163818359
45659,10,997066.4978027344,997543.3349609375
45662,10,997543.3349609375,998258.5906982422
45665,10,996828.0792236328,999927.5207519531
45668,31,997543.3349609375,997066.4978027344
45669,31,997066.4978027344,997781.7535400391
45673,36,996351.2420654297,998020.1721191406
45676,36,997304.9163818359,997304.9163818359
45682,19,996828.0792236328,998020.1721191406
45683,19,997781.7535400391,997781.7535400391
45694,59,997781.7535400391,988721.8475341797
45695,59,997781.7535400391,997066.4978027344
45699,59,997304.9163818359,995159.1491699219
45710,51,996589.6606445312,994682.3120117188
45711,51,996589.6606445312,997543.3349609375
45714,51,997304.9163818359,998735.4278564453
45722,51,997304.9163818359,999927.5207519531
45725,52,997066.4978027344,995874.4049072266
45726,52,997543.3349609375,997543.3349609375
45731,30,997066.4978027344,997304.9163818359
45734,30,997304.9163818359,997066.4978027344
45735,30,998735.4278564453,997304.9163818359
45738,30,997066.4978027344,998020.1721191406
45739,85,997543.3349609375,997304.9163818359
45743,20,997304.9163818359,997066.4978027344
45748,4,997304.9163818359,997543.3349609375
45753,4,997304.9163818359,996828.0792236328
45759,77,996589.6606445312,997066.4978027344
45760,77,997304.9163818359,997781.7535400391
45768,75,998258.5906982422,997543.3349609375
45780,77,997543.3349609375,997781.7535400391
45781,77,996351.2420654297,997304.9163818359
45794,41,997066.4978027344,997066.4978027344
45800,69,856399.5361328125,997543.3349609375
45801,69,996351.2420654297,997543.3349609375
45805,69,997304.9163818359,997543.3349609375
45810,39,997304.9163818359,996828.0792236328
45815,16,997304.9163818359,998735.4278564453
45827,69,997066.4978027344,996828.0792236328
45828,49,997304.9163818359,996351.2420654297
45832,49,998258.5906982422,997543.3349609375
45838,92,997066.4978027344,917434.6923828125
45844,93,996589.6606445312,993490.2191162109
45845,93,997543.3349609375,997543.3349609375
45852,79,997066.4978027344,997543.3349609375
45853,79,997066.4978027344,997066.4978027344
45857,79,997304.9163818359,997543.3349609375
45858,79,997304.9163818359,997304.9163818359
45859,79,998258.5906982422,997543.3349609375
45860,6,996828.0792236328,997543.3349609375
45869,96,997304.9163818359,996828.0792236328
45875,19,997304.9163818359,997304.9163818359
45876,43,997066.4978027344,997543.3349609375
45877,79,996828.0792236328,997066.4978027344
45881,79,997066.4978027344,998020.1721191406
45885,79,997066.4978027344,997066.4978027344
45886,79,997304.9163818359,996828.0792236328
45889,79,996351.2420654297,996112.8234863281
45895,77,994682.3120117188,997066.4978027344
45898,75,997304.9163818359,996589.6606445312
45899,75,997304.9163818359,998258.5906982422
45900,75,998258.5906982422,998020.1721191406
45905,31,997304.9163818359,997304.9163818359
45911,46,999689.1021728516,503540.0390625
45922,46,999689.1021728516,997304.9163818359
45929,98,996351.2420654297,997304.9163818359
45933,98,996351.2420654297,997543.3349609375
45950,67,997066.4978027344,997304.9163818359
45951,67,997304.9163818359,997543.3349609375
45954,29,998497.0092773438,996828.0792236328
45961,92,996828.0792236328,997304.9163818359
45965,92,997543.3349609375,998258.5906982422
45966,73,997304.9163818359,997781.7535400391
45972,70,998020.1721191406,997066.4978027344
45976,75,998020.1721191406,997543.3349609375
45979,75,997304.9163818359,997543.3349609375
45982,75,996589.6606445312,997304.9163818359
45985,99,996828.0792236328,997543.3349609375
45988,99,997066.4978027344,997781.7535400391
45990,99,998258.5906982422,997066.4978027344
45993,100,997543.3349609375,996828.0792236328
45995,30,882387.1612548828,997304.9163818359
45997,40,996828.0792236328,997066.4978027344
45998,40,997304.9163818359,996828.0792236328
46006,40,997543.3349609375,997781.7535400391
46009,40,997066.4978027344,997066.4978027344
46010,93,998020.1721191406,997304.9163818359
46017,69,997543.3349609375,997543.3349609375
46021,42,997304.9163818359,997781.7535400391
46022,42,996828.0792236328,998258.5906982422
46031,82,997066.4978027344,992059.7076416016
46034,82,997304.9163818359,997781.7535400391
46035,82,997543.3349609375,997304.9163818359
46039,34,997066.4978027344,998735.4278564453
46040,61,997066.4978027344,996112.8234863281
46046,61,997066.4978027344,997781.7535400391
46047,61,997066.4978027344,997066.4978027344
46048,61,997066.4978027344,998973.8464355469
46051,61,997066.4978027344,996589.6606445312
46052,71,997543.3349609375,998973.8464355469
46057,36,997066.4978027344,997543.3349609375
46058,36,997304.9163818359,997066.4978027344
46062,36,997781.7535400391,997066.4978027344
46063,36,997543.3349609375,997543.3349609375
46064,36,997543.3349609375,997543.3349609375
46070,1,997304.9163818359,996828.0792236328
46071,1,997543.3349609375,997543.3349609375
46078,43,997304.9163818359,997304.9163818359
46079,43,997304.9163818359,997781.7535400391
46084,72,997304.9163818359,996351.2420654297
46085,72,997781.7535400391,997066.4978027344
46088,72,997304.9163818359,996351.2420654297
46093,21,998020.1721191406,996589.6606445312
46095,21,996589.6606445312,997781.7535400391
46100,21,997543.3349609375,996589.6606445312
46104,67,997781.7535400391,997781.7535400391
46105,67,997304.9163818359,998020.1721191406
46117,67,998020.1721191406,998020.1721191406
46123,56,998735.4278564453,997066.4978027344
46124,56,996351.2420654297,997066.4978027344
46128,30,997781.7535400391,997066.4978027344
46129,73,997066.4978027344,998258.5906982422
46137,73,997781.7535400391,997066.4978027344
46142,100,929355.6213378906,997543.3349609375
46143,100,997304.9163818359,997304.9163818359
46147,100,997781.7535400391,997304.9163818359
46153,53,997543.3349609375,996828.0792236328
46154,53,998497.0092773438,997781.7535400391
46158,53,997304.9163818359,997066.4978027344
46166,67,996828.0792236328,996351.2420654297
46178,64,997304.9163818359,996351.2420654297
46181,72,997066.4978027344,997304.9163818359
46187,33,997781.7535400391,998020.1721191406
46197,89,997543.3349609375,997781.7535400391
46198,89,997543.3349609375,997304.9163818359
46208,15,997066.4978027344,996589.6606445312
46209,15,997304.9163818359,997543.3349609375
46214,15,996828.0792236328,996828.0792236328
46221,100,997304.9163818359,997066.4978027344
46222,100,997781.7535400391,997304.9163818359
46227,86,997304.9163818359,997066.4978027344
46240,25,997066.4978027344,997543.3349609375
46244,81,958442.6879882812,997781.7535400391
46248,81,997304.9163818359,997304.9163818359
46251,64,998020.1721191406,998497.0092773438
46252,64,997543.3349609375,996589.6606445312
46255,64,982046.1273193359,997304.9163818359
46257,64,996589.6606445312,997304.9163818359
46258,64,997304.9163818359,997304.9163818359
46261,64,997543.3349609375,997066.4978027344
46262,64,997781.7535400391,997066.4978027344
46268,97,998020.1721191406,997543.3349609375
46275,87,998497.0092773438,998973.8464355469
46276,87,995635.986328125,994682.3120117188
46286,56,997543.3349609375,997066.4978027344
46287,56,997066.4978027344,998258.5906982422
